[SingleUserNotebookApp | WARNING] No nbgrader_config.py file found (rerun with --debug to see where nbgrader is looking)
[SingleUserNotebookApp | INFO] data100 lab02 (already downloaded)
[SingleUserNotebookApp | INFO] data100 lab03
[SingleUserNotebookApp | INFO] data100 lec01 (already downloaded)
[SingleUserNotebookApp | INFO] data100 lec02 (already downloaded)
[SingleUserNotebookApp | INFO] data100 lec03 (already downloaded)
[SingleUserNotebookApp | INFO] Released assignments:
[SingleUserNotebookApp | INFO] data100 disc00 (already downloaded)
[SingleUserNotebookApp | INFO] data100 hw0 (already downloaded)
[SingleUserNotebookApp | INFO] data100 hw1 (already downloaded)
[SingleUserNotebookApp | INFO] data100 lab01 (already downloaded)
[SingleUserNotebookApp | INFO] data100 lab02 (already downloaded)
[SingleUserNotebookApp | INFO] data100 lab03
[SingleUserNotebookApp | INFO] data100 lec01 (already downloaded)
[SingleUserNotebookApp | INFO] data100 lec02 (already downloaded)
[SingleUserNotebookApp | INFO] data100 lec03 (already downloaded)
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/formgrader (xiongqiao@10.240.2.49) 231.82ms
[SingleUserNotebookApp | INFO] Released assignments:
[SingleUserNotebookApp | INFO] data100 disc00 (already downloaded)
[SingleUserNotebookApp | INFO] data100 hw0 (already downloaded)
[SingleUserNotebookApp | INFO] data100 hw1 (already downloaded)
[SingleUserNotebookApp | INFO] data100 lab01 (already downloaded)
[SingleUserNotebookApp | INFO] data100 lab02 (already downloaded)
[SingleUserNotebookApp | INFO] data100 lab03
[SingleUserNotebookApp | INFO] data100 lec01 (already downloaded)
[SingleUserNotebookApp | INFO] data100 lec02 (already downloaded)
[SingleUserNotebookApp | INFO] data100 lec03 (already downloaded)
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/formgrader/api/assignments (xiongqiao@10.240.2.49) 11.12ms
[SingleUserNotebookApp | WARNING] No nbgrader_config.py file found. Rerun with DEBUG log level to see where nbgrader is looking.
[SingleUserNotebookApp | INFO] Released assignments:
[SingleUserNotebookApp | INFO] data100 disc00 (already downloaded)
[SingleUserNotebookApp | INFO] data100 hw0 (already downloaded)
[SingleUserNotebookApp | INFO] data100 hw1 (already downloaded)
[SingleUserNotebookApp | INFO] data100 lab01 (already downloaded)
[SingleUserNotebookApp | INFO] data100 lab02 (already downloaded)
[SingleUserNotebookApp | INFO] data100 lab03
[SingleUserNotebookApp | INFO] data100 lec01 (already downloaded)
[SingleUserNotebookApp | INFO] data100 lec02 (already downloaded)
[SingleUserNotebookApp | INFO] data100 lec03 (already downloaded)
[SingleUserNotebookApp | WARNING] No nbgrader_config.py file found. Rerun with DEBUG log level to see where nbgrader is looking.
[SingleUserNotebookApp | INFO] Submitted assignments:
[SingleUserNotebookApp | INFO] data100 xiongqiao disc00 2018-08-23 21:43:25.114815 UTC
[SingleUserNotebookApp | INFO] data100 xiongqiao hw0 2018-08-26 18:22:52.072984 UTC
[SingleUserNotebookApp | INFO] data100 xiongqiao hw0 2018-09-03 21:13:28.087532 UTC
[SingleUserNotebookApp | INFO] data100 xiongqiao lab01 2018-08-28 01:48:53.377265 UTC
[SingleUserNotebookApp | INFO] data100 xiongqiao lab02 2018-09-06 02:45:20.920000 UTC
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/courses?_=1536603691650 (xiongqiao@10.240.2.49) 53.05ms
[SingleUserNotebookApp | WARNING] No nbgrader_config.py file found. Rerun with DEBUG log level to see where nbgrader is looking.
[SingleUserNotebookApp | INFO] Released assignments:
[SingleUserNotebookApp | INFO] data100 disc00 (already downloaded)
[SingleUserNotebookApp | INFO] data100 hw0 (already downloaded)
[SingleUserNotebookApp | INFO] data100 hw1 (already downloaded)
[SingleUserNotebookApp | INFO] data100 lab01 (already downloaded)
[SingleUserNotebookApp | INFO] data100 lab02 (already downloaded)
[SingleUserNotebookApp | INFO] data100 lab03
[SingleUserNotebookApp | INFO] data100 lec01 (already downloaded)
[SingleUserNotebookApp | INFO] data100 lec02 (already downloaded)
[SingleUserNotebookApp | INFO] data100 lec03 (already downloaded)
[SingleUserNotebookApp | WARNING] No nbgrader_config.py file found. Rerun with DEBUG log level to see where nbgrader is looking.
[SingleUserNotebookApp | INFO] Submitted assignments:
[SingleUserNotebookApp | INFO] data100 xiongqiao disc00 2018-08-23 21:43:25.114815 UTC
[SingleUserNotebookApp | INFO] data100 xiongqiao hw0 2018-08-26 18:22:52.072984 UTC
[SingleUserNotebookApp | INFO] data100 xiongqiao hw0 2018-09-03 21:13:28.087532 UTC
[SingleUserNotebookApp | INFO] data100 xiongqiao lab01 2018-08-28 01:48:53.377265 UTC
[SingleUserNotebookApp | INFO] data100 xiongqiao lab02 2018-09-06 02:45:20.920000 UTC
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/assignments?course_id=data100&_=1536603691651 (xiongqiao@10.240.2.49) 15.88ms
[SingleUserNotebookApp | WARNING] No nbgrader_config.py file found. Rerun with DEBUG log level to see where nbgrader is looking.
[SingleUserNotebookApp | INFO] Source: /srv/nbgrader/exchange/data100/outbound/lab03
[SingleUserNotebookApp | INFO] Destination: /home/jovyan/lab03
[SingleUserNotebookApp | INFO] Fetched as: data100 lab03
[SingleUserNotebookApp | WARNING] No nbgrader_config.py file found. Rerun with DEBUG log level to see where nbgrader is looking.
[SingleUserNotebookApp | INFO] Released assignments:
[SingleUserNotebookApp | INFO] data100 disc00 (already downloaded)
[SingleUserNotebookApp | INFO] data100 hw0 (already downloaded)
[SingleUserNotebookApp | INFO] data100 hw1 (already downloaded)
[SingleUserNotebookApp | INFO] data100 lab01 (already downloaded)
[SingleUserNotebookApp | INFO] data100 lab02 (already downloaded)
[SingleUserNotebookApp | INFO] data100 lab03 (already downloaded)
[SingleUserNotebookApp | INFO] data100 lec01 (already downloaded)
[SingleUserNotebookApp | INFO] data100 lec02 (already downloaded)
[SingleUserNotebookApp | INFO] data100 lec03 (already downloaded)
[SingleUserNotebookApp | WARNING] No nbgrader_config.py file found. Rerun with DEBUG log level to see where nbgrader is looking.
[SingleUserNotebookApp | INFO] Submitted assignments:
[SingleUserNotebookApp | INFO] data100 xiongqiao disc00 2018-08-23 21:43:25.114815 UTC
[SingleUserNotebookApp | INFO] data100 xiongqiao hw0 2018-08-26 18:22:52.072984 UTC
[SingleUserNotebookApp | INFO] data100 xiongqiao hw0 2018-09-03 21:13:28.087532 UTC
[SingleUserNotebookApp | INFO] data100 xiongqiao lab01 2018-08-28 01:48:53.377265 UTC
[SingleUserNotebookApp | INFO] data100 xiongqiao lab02 2018-09-06 02:45:20.920000 UTC
[SingleUserNotebookApp | INFO] 200 POST /user/xiongqiao/assignments/fetch (xiongqiao@10.240.2.49) 65.28ms
[SingleUserNotebookApp | INFO] Released assignments:
[SingleUserNotebookApp | INFO] data100 disc00 (already downloaded)
[SingleUserNotebookApp | INFO] data100 hw0 (already downloaded)
[SingleUserNotebookApp | INFO] data100 hw1 (already downloaded)
[SingleUserNotebookApp | INFO] data100 lab01 (already downloaded)
[SingleUserNotebookApp | INFO] data100 lab02 (already downloaded)
[SingleUserNotebookApp | INFO] data100 lab03 (already downloaded)
[SingleUserNotebookApp | INFO] data100 lec01 (already downloaded)
[SingleUserNotebookApp | INFO] data100 lec02 (already downloaded)
[SingleUserNotebookApp | INFO] data100 lec03 (already downloaded)
[SingleUserNotebookApp | INFO] Released assignments:
[SingleUserNotebookApp | INFO] data100 disc00 (already downloaded)
[SingleUserNotebookApp | INFO] data100 hw0 (already downloaded)
[SingleUserNotebookApp | INFO] data100 hw1 (already downloaded)
[SingleUserNotebookApp | INFO] data100 lab01 (already downloaded)
[SingleUserNotebookApp | INFO] data100 lab02 (already downloaded)
[SingleUserNotebookApp | INFO] data100 lab03 (already downloaded)
[SingleUserNotebookApp | INFO] data100 lec01 (already downloaded)
[SingleUserNotebookApp | INFO] data100 lec02 (already downloaded)
[SingleUserNotebookApp | INFO] data100 lec03 (already downloaded)
[SingleUserNotebookApp | INFO] Released assignments:
[SingleUserNotebookApp | INFO] data100 disc00 (already downloaded)
[SingleUserNotebookApp | INFO] data100 hw0 (already downloaded)
[SingleUserNotebookApp | INFO] data100 hw1 (already downloaded)
[SingleUserNotebookApp | INFO] data100 lab01 (already downloaded)
[SingleUserNotebookApp | INFO] data100 lab02 (already downloaded)
[SingleUserNotebookApp | INFO] data100 lab03 (already downloaded)
[SingleUserNotebookApp | INFO] data100 lec01 (already downloaded)
[SingleUserNotebookApp | INFO] data100 lec02 (already downloaded)
[SingleUserNotebookApp | INFO] data100 lec03 (already downloaded)
[SingleUserNotebookApp | INFO] Released assignments:
[SingleUserNotebookApp | INFO] data100 disc00 (already downloaded)
[SingleUserNotebookApp | INFO] data100 hw0 (already downloaded)
[SingleUserNotebookApp | INFO] data100 hw1 (already downloaded)
[SingleUserNotebookApp | INFO] data100 lab01 (already downloaded)
[SingleUserNotebookApp | INFO] data100 lab02 (already downloaded)
[SingleUserNotebookApp | INFO] data100 lab03 (already downloaded)
[SingleUserNotebookApp | INFO] data100 lec01 (already downloaded)
[SingleUserNotebookApp | INFO] data100 lec02 (already downloaded)
[SingleUserNotebookApp | INFO] data100 lec03 (already downloaded)
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/formgrader/gradebook (xiongqiao@10.240.2.49) 6.15ms
[SingleUserNotebookApp | INFO] Released assignments:
[SingleUserNotebookApp | INFO] data100 disc00 (already downloaded)
[SingleUserNotebookApp | INFO] data100 hw0 (already downloaded)
[SingleUserNotebookApp | INFO] data100 hw1 (already downloaded)
[SingleUserNotebookApp | INFO] data100 lab01 (already downloaded)
[SingleUserNotebookApp | INFO] data100 lab02 (already downloaded)
[SingleUserNotebookApp | INFO] data100 lab03 (already downloaded)
[SingleUserNotebookApp | INFO] data100 lec01 (already downloaded)
[SingleUserNotebookApp | INFO] data100 lec02 (already downloaded)
[SingleUserNotebookApp | INFO] data100 lec03 (already downloaded)
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/sessions?_=1536603691652 (xiongqiao@10.240.2.49) 1.29ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/terminals?_=1536603691653 (xiongqiao@10.240.2.49) 0.86ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/contents?type=directory&_=1536603691654 (xiongqiao@10.240.2.49) 5.59ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/contents/lab03?type=directory&_=1536603691655 (xiongqiao@10.240.2.49) 5.69ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/notebooks/lab03/lab03.ipynb (xiongqiao@10.240.2.49) 383.20ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/config/notebook?_=1536603736440 (xiongqiao@10.240.2.49) 4.39ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/config/common?_=1536603736441 (xiongqiao@10.240.2.49) 3.30ms
[SingleUserNotebookApp | WARNING] Notebook lab03/lab03.ipynb is not trusted
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/contents/lab03/lab03.ipynb?type=notebook&_=1536603736442 (xiongqiao@10.240.2.49) 82.05ms
[SingleUserNotebookApp | INFO] Kernel started: f2bea7f6-e034-4899-b21e-8b2531693aaf
[SingleUserNotebookApp | INFO] 201 POST /user/xiongqiao/api/sessions (xiongqiao@10.240.2.49) 56.67ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/contents/lab03/lab03.ipynb/checkpoints?_=1536603736443 (xiongqiao@10.240.2.49) 8.54ms
[SingleUserNotebookApp | WARNING] 404 GET /user/xiongqiao/nbextensions/widgets/notebook/js/extension.js?v=20180910182119 (xiongqiao@10.240.2.49) 10.76ms
[SingleUserNotebookApp | INFO] Adapting to protocol v5.1 for kernel f2bea7f6-e034-4899-b21e-8b2531693aaf
[SingleUserNotebookApp | INFO] 101 GET /user/xiongqiao/api/kernels/f2bea7f6-e034-4899-b21e-8b2531693aaf/channels?session_id=0b0ac40837c9435a8c6595ab85d0de9e (xiongqiao@10.240.2.49) 205.88ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/contents/lab03/lab03.ipynb?content=0&_=1536603736444 (xiongqiao@10.240.2.49) 4.33ms
[SingleUserNotebookApp | INFO] Saving file at /lab03/lab03.ipynb
[SingleUserNotebookApp | INFO] 200 PUT /user/xiongqiao/api/contents/lab03/lab03.ipynb (xiongqiao@10.240.2.49) 139.07ms
[SingleUserNotebookApp | WARNING] WebSocket ping timeout after 119952 ms.
[SingleUserNotebookApp | INFO] Starting buffering for f2bea7f6-e034-4899-b21e-8b2531693aaf:0b0ac40837c9435a8c6595ab85d0de9e
[SingleUserNotebookApp | CRITICAL] received signal 15, stopping
[SingleUserNotebookApp | INFO] Shutting down 1 kernel
[SingleUserNotebookApp | INFO] Kernel shutdown: f2bea7f6-e034-4899-b21e-8b2531693aaf
[SingleUserNotebookApp | WARNING] No nbgrader_config.py file found (rerun with --debug to see where nbgrader is looking)
[SingleUserNotebookApp | INFO] Loading the validate_assignment nbgrader serverextension
[SingleUserNotebookApp | INFO] Starting jupyterhub-singleuser server version 0.8.1
[SingleUserNotebookApp | INFO] Serving notebooks from local directory: /home/jovyan
[SingleUserNotebookApp | INFO] The Jupyter Notebook is running at:
[SingleUserNotebookApp | INFO] http://(jupyter-xiongqiao or 127.0.0.1):8888/user/xiongqiao/
[SingleUserNotebookApp | INFO] Use Control-C to stop this server and shut down all kernels (twice to skip confirmation).
[SingleUserNotebookApp | INFO] 302 GET /user/xiongqiao/ → /user/xiongqiao/tree? (@10.240.0.154) 0.72ms
[SingleUserNotebookApp | INFO] 302 GET /user/xiongqiao/notebooks/lab03/lab03.ipynb?redirects=1 → /hub/api/oauth2/authorize?client_id=user-xiongqiao&redirect_uri=%2Fuser%2Fxiongqiao%2Foauth_callback&response_type=code&state=eyJ1dWlkIjogIjJkOGEwMDFjMjY2MDRhYzhiNDc1YjNiNjljMTM0NGYzIiwgIm5leHRfdXJsIjogIi91c2VyL3hpb25ncWlhby9ub3RlYm9va3MvbGFiMDMvbGFiMDMuaXB5bmI_cmVkaXJlY3RzPTEifQ (@10.240.0.158) 3.44ms
[SingleUserNotebookApp | INFO] Logged-in user {'kind': 'user', 'name': 'xiongqiao', 'admin': False, 'groups': [], 'server': '/user/xiongqiao/', 'pending': None, 'last_activity': '2018-09-10T22:38:26.291383'}
[SingleUserNotebookApp | INFO] 302 GET /user/xiongqiao/oauth_callback?code=1d005a24-7c98-4fc3-af10-30fd1fec1264&state=eyJ1dWlkIjogIjJkOGEwMDFjMjY2MDRhYzhiNDc1YjNiNjljMTM0NGYzIiwgIm5leHRfdXJsIjogIi91c2VyL3hpb25ncWlhby9ub3RlYm9va3MvbGFiMDMvbGFiMDMuaXB5bmI_cmVkaXJlY3RzPTEifQ → /user/xiongqiao/notebooks/lab03/lab03.ipynb?redirects=1 (@10.240.0.158) 7699.91ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/notebooks/lab03/lab03.ipynb?redirects=1 (xiongqiao@10.240.0.158) 2942.53ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/sessions?_=1536603691658 (xiongqiao@10.240.0.158) 1.86ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/terminals?_=1536603691659 (xiongqiao@10.240.0.158) 1.15ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/contents/lab03?type=directory&_=1536603691660 (xiongqiao@10.240.0.158) 9.57ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/config/notebook?_=1536619134373 (xiongqiao@10.240.0.158) 4.62ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/config/common?_=1536619134374 (xiongqiao@10.240.0.158) 4.76ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/contents/lab03/lab03.ipynb?type=notebook&_=1536619134375 (xiongqiao@10.240.0.158) 88.06ms
[SingleUserNotebookApp | INFO] Kernel started: f48880ec-3d5b-44f7-90d5-6dbb0a0efed7
[SingleUserNotebookApp | INFO] 201 POST /user/xiongqiao/api/sessions (xiongqiao@10.240.0.158) 52.39ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/contents/lab03/lab03.ipynb/checkpoints?_=1536619134376 (xiongqiao@10.240.0.158) 4.77ms
[SingleUserNotebookApp | WARNING] 404 GET /user/xiongqiao/nbextensions/widgets/notebook/js/extension.js?v=20180910223825 (xiongqiao@10.240.0.158) 12.29ms
[SingleUserNotebookApp | INFO] Adapting to protocol v5.1 for kernel f48880ec-3d5b-44f7-90d5-6dbb0a0efed7
[SingleUserNotebookApp | INFO] 101 GET /user/xiongqiao/api/kernels/f48880ec-3d5b-44f7-90d5-6dbb0a0efed7/channels?session_id=f47a40cda8ec401db184630037a28fca (xiongqiao@10.240.0.65) 674.55ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/contents/lab03/lab03.ipynb?content=0&_=1536619134377 (xiongqiao@10.240.0.158) 1.89ms
[SingleUserNotebookApp | INFO] Saving file at /lab03/lab03.ipynb
[SingleUserNotebookApp | INFO] 200 PUT /user/xiongqiao/api/contents/lab03/lab03.ipynb (xiongqiao@10.240.0.158) 128.45ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/contents/lab03/lab03.ipynb?content=0&_=1536619134378 (xiongqiao@10.240.1.57) 22.65ms
[SingleUserNotebookApp | INFO] Saving file at /lab03/lab03.ipynb
[SingleUserNotebookApp | INFO] 200 PUT /user/xiongqiao/api/contents/lab03/lab03.ipynb (xiongqiao@10.240.1.57) 119.76ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/contents/lab03/lab03.ipynb?content=0&_=1536619134379 (xiongqiao@10.240.1.57) 2.58ms
[SingleUserNotebookApp | INFO] Saving file at /lab03/lab03.ipynb
[SingleUserNotebookApp | INFO] 200 PUT /user/xiongqiao/api/contents/lab03/lab03.ipynb (xiongqiao@10.240.1.57) 112.41ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/contents/lab03/lab03.ipynb?content=0&_=1536619134380 (xiongqiao@10.240.1.119) 29.43ms
[SingleUserNotebookApp | INFO] Saving file at /lab03/lab03.ipynb
[SingleUserNotebookApp | INFO] 200 PUT /user/xiongqiao/api/contents/lab03/lab03.ipynb (xiongqiao@10.240.1.119) 118.85ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/contents/lab03/lab03.ipynb?content=0&_=1536619134381 (xiongqiao@10.240.1.119) 2.36ms
[SingleUserNotebookApp | INFO] Saving file at /lab03/lab03.ipynb
[SingleUserNotebookApp | INFO] 200 PUT /user/xiongqiao/api/contents/lab03/lab03.ipynb (xiongqiao@10.240.1.119) 119.06ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/contents/lab03/lab03.ipynb?content=0&_=1536619134382 (xiongqiao@10.240.1.119) 2.91ms
[SingleUserNotebookApp | INFO] Saving file at /lab03/lab03.ipynb
[SingleUserNotebookApp | INFO] 200 PUT /user/xiongqiao/api/contents/lab03/lab03.ipynb (xiongqiao@10.240.1.119) 135.53ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/contents/lab03/lab03.ipynb?content=0&_=1536619134383 (xiongqiao@10.240.1.119) 2634.94ms
[SingleUserNotebookApp | INFO] Saving file at /lab03/lab03.ipynb
[SingleUserNotebookApp | INFO] 200 PUT /user/xiongqiao/api/contents/lab03/lab03.ipynb (xiongqiao@10.240.1.119) 116.03ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/contents/lab03/lab03.ipynb?content=0&_=1536619134384 (xiongqiao@10.240.1.119) 2.67ms
[SingleUserNotebookApp | INFO] Saving file at /lab03/lab03.ipynb
[SingleUserNotebookApp | INFO] 200 PUT /user/xiongqiao/api/contents/lab03/lab03.ipynb (xiongqiao@10.240.1.119) 117.88ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/contents/lab03/lab03.ipynb?content=0&_=1536619134385 (xiongqiao@10.240.1.119) 3.64ms
[SingleUserNotebookApp | INFO] Saving file at /lab03/lab03.ipynb
[SingleUserNotebookApp | INFO] 200 PUT /user/xiongqiao/api/contents/lab03/lab03.ipynb (xiongqiao@10.240.1.119) 123.69ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/sessions?_=1536603691661 (xiongqiao@10.240.0.127) 6451.54ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/terminals?_=1536603691662 (xiongqiao@10.240.0.127) 6.72ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/contents/lab03?type=directory&_=1536603691663 (xiongqiao@10.240.0.127) 6.97ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/contents/lab03/lab03.ipynb?content=0&_=1536619134386 (xiongqiao@10.240.0.127) 2.19ms
[SingleUserNotebookApp | INFO] Saving file at /lab03/lab03.ipynb
[SingleUserNotebookApp | INFO] 200 PUT /user/xiongqiao/api/contents/lab03/lab03.ipynb (xiongqiao@10.240.0.127) 124.34ms
[SingleUserNotebookApp | INFO] 200 GET /user/xiongqiao/api/contents/lab03/lab03.ipynb?content=0&_=1536619134387 (xiongqiao@10.240.0.127) 2.45ms
[SingleUserNotebookApp | INFO] Saving file at /lab03/lab03.ipynb
[SingleUserNotebookApp | INFO] 200 PUT /user/xiongqiao/api/contents/lab03/lab03.ipynb (xiongqiao@10.240.0.127) 121.17ms
[SingleUserNotebookApp | INFO] 302 GET /user/xiongqiao/ → /user/xiongqiao/tree? (@10.240.0.127) 0.72ms
